property_type,state,region,city,neighborhood,price_source,base_price_m2,area_m2,bedrooms,bathrooms,floor,parking_spaces,neighborhood_score,condo_fee,age_years,distance_to_center_km
apartment,SE,Nordeste,Aracaju,Região Periférica,FipeZAP,5529.0,97,3,4,5,3,4.6,911.76,37,13.81
apartment,MT,Centro-Oeste,Cuiabá,Zona Oeste,FipeZAP,6931.0,185,3,2,20,2,6.2,1307.59,16,11.46
apartment,DF,Centro-Oeste,Brasília,Centro,FipeZAP,10090.0,161,4,4,2,0,7.8,954.67,30,2.7
apartment,PE,Nordeste,Recife,Região Periférica,FipeZAP,8615.0,39,1,1,19,0,6.8,427.82,40,21.9
apartment,AP,Norte,Macapá,Área Nobre,estimated_regional_proxy,5400.0,135,3,2,0,2,8.5,2315.53,1,1.04
apartment,SP,Sudeste,São Paulo,Zona Oeste,FipeZAP,12019.0,125,3,4,32,1,8.2,1050.49,0,10.68
apartment,SE,Nordeste,Aracaju,Zona Sul,FipeZAP,5529.0,89,2,3,11,3,8.7,906.0,13,3.91
apartment,MS,Centro-Oeste,Campo Grande,Área Nobre,FipeZAP,6839.0,96,2,3,19,0,9.9,1259.83,40,1.53
apartment,GO,Centro-Oeste,Goiânia,Área Universitária,FipeZAP,8226.0,156,5,4,18,2,7.0,1250.05,0,3.39
apartment,GO,Centro-Oeste,Goiânia,Região Residencial,FipeZAP,8226.0,31,2,1,1,1,6.6,194.23,40,10.23
house,SC,Sul,Florianópolis,Região Residencial,FipeZAP,13208.0,144,4,5,0,2,6.1,565.87,38,14.56
apartment,MT,Centro-Oeste,Cuiabá,Zona Oeste,FipeZAP,6931.0,168,4,3,4,0,6.9,1619.86,19,19.13
apartment,SC,Sul,Florianópolis,Área Nobre,FipeZAP,13208.0,132,3,2,30,0,9.1,1835.34,4,6.34
apartment,MT,Centro-Oeste,Cuiabá,Área Universitária,FipeZAP,6931.0,201,5,5,6,2,8.8,2208.66,4,12.88
apartment,PR,Sul,Curitiba,Região Residencial,FipeZAP,11694.0,213,4,5,3,2,8.4,1620.63,32,6.66
apartment,AL,Nordeste,Maceió,Zona Sul,FipeZAP,9908.0,75,2,2,23,3,7.7,1091.82,22,8.85
apartment,PE,Nordeste,Recife,Região Periférica,FipeZAP,8615.0,62,1,1,20,1,5.6,744.61,40,22.51
apartment,AM,Norte,Manaus,Região Residencial,FipeZAP,7513.0,103,4,3,2,2,6.7,1433.14,22,14.62
apartment,RO,Norte,Porto Velho,Região Comercial,estimated_regional_proxy,5600.0,97,2,2,31,2,6.9,1197.31,39,6.82
house,BA,Nordeste,Salvador,Região Comercial,FipeZAP,8385.0,239,4,4,0,1,8.4,952.14,4,7.82
apartment,RJ,Sudeste,Rio de Janeiro,Região Comercial,FipeZAP,10939.0,141,4,5,11,1,7.7,1410.95,28,4.06
apartment,AM,Norte,Manaus,Zona Norte,FipeZAP,7513.0,197,4,4,24,1,5.7,1990.8,37,12.46
apartment,RO,Norte,Porto Velho,Região Residencial,estimated_regional_proxy,5600.0,42,1,1,11,1,7.2,365.37,31,15.2
apartment,TO,Norte,Palmas,Zona Norte,estimated_regional_proxy,5900.0,127,2,1,25,0,6.4,1424.07,8,9.58
apartment,AP,Norte,Macapá,Centro,estimated_regional_proxy,5400.0,65,1,1,17,1,8.1,856.9,11,0.54
house,CE,Nordeste,Fortaleza,Centro,FipeZAP,9350.0,279,4,5,0,2,8.2,967.39,30,2.76
apartment,PA,Norte,Belém,Zona Sul,FipeZAP,8882.0,203,3,2,34,1,7.7,2329.55,3,2.2
house,DF,Centro-Oeste,Brasília,Área Nobre,FipeZAP,10090.0,85,3,3,0,1,8.7,424.08,17,5.98
apartment,BA,Nordeste,Salvador,Zona Norte,FipeZAP,8385.0,81,4,5,28,2,5.6,585.58,2,12.28
apartment,CE,Nordeste,Fortaleza,Zona Leste,FipeZAP,9350.0,79,2,2,16,1,5.7,781.19,0,8.98
apartment,PB,Nordeste,João Pessoa,Área Nobre,FipeZAP,8081.0,207,3,2,12,2,9.8,1923.26,17,4.66
apartment,ES,Sudeste,Vitória,Área Nobre,FipeZAP,14818.0,195,4,5,11,0,8.5,3066.34,4,0.51
apartment,RJ,Sudeste,Rio de Janeiro,Região Residencial,FipeZAP,10939.0,30,2,1,20,1,8.4,512.74,36,10.82
apartment,MS,Centro-Oeste,Campo Grande,Área Universitária,FipeZAP,6839.0,32,2,2,33,1,7.9,590.92,16,11.06
apartment,RR,Norte,Boa Vista,Região Periférica,estimated_regional_proxy,5300.0,174,5,4,5,1,4.4,1311.09,23,12.03
apartment,PA,Norte,Belém,Zona Norte,FipeZAP,8882.0,79,1,1,1,1,7.9,621.1,14,4.39
apartment,SP,Sudeste,São Paulo,Zona Sul,FipeZAP,12019.0,213,4,3,24,0,9.1,3472.79,34,10.64
apartment,RJ,Sudeste,Rio de Janeiro,Área Universitária,FipeZAP,10939.0,96,2,2,10,1,7.1,1164.43,28,13.21
apartment,PA,Norte,Belém,Zona Oeste,FipeZAP,8882.0,197,4,3,22,1,5.9,1893.88,21,10.5
house,ES,Sudeste,Vitória,Zona Sul,FipeZAP,14818.0,304,4,4,0,3,8.9,1905.67,22,10.61
apartment,PI,Nordeste,Teresina,Região Residencial,FipeZAP,5857.0,168,3,3,16,0,7.6,1984.7,40,7.68
apartment,AM,Norte,Manaus,Área Universitária,FipeZAP,7513.0,100,3,2,30,1,6.7,897.54,7,2.42
house,DF,Centro-Oeste,Brasília,Região Periférica,FipeZAP,10090.0,196,4,4,0,1,6.4,439.37,33,26.43
house,RO,Norte,Porto Velho,Região Comercial,estimated_regional_proxy,5600.0,208,3,4,0,2,7.2,1025.37,25,4.88
house,RO,Norte,Porto Velho,Área Nobre,estimated_regional_proxy,5600.0,158,4,4,0,1,10.0,510.7,0,5.86
apartment,MG,Sudeste,Belo Horizonte,Centro,FipeZAP,10663.0,97,3,3,0,1,7.2,1321.77,24,3.97
apartment,DF,Centro-Oeste,Brasília,Região Residencial,FipeZAP,10090.0,119,3,3,4,2,7.8,1442.9,17,11.9
house,AP,Norte,Macapá,Área Universitária,estimated_regional_proxy,5400.0,211,4,3,0,2,8.4,736.53,33,7.59
apartment,SP,Sudeste,São Paulo,Zona Norte,FipeZAP,12019.0,115,2,3,10,0,8.0,1262.68,10,17.84
apartment,MA,Nordeste,São Luís,Centro,FipeZAP,8627.0,108,3,3,24,0,7.2,1881.84,32,2.23
house,DF,Centro-Oeste,Brasília,Zona Sul,FipeZAP,10090.0,136,3,3,0,0,8.4,608.4,19,5.68
apartment,MA,Nordeste,São Luís,Zona Oeste,FipeZAP,8627.0,75,2,3,28,0,7.0,726.42,39,7.69
apartment,SE,Nordeste,Aracaju,Região Periférica,FipeZAP,5529.0,105,3,2,3,1,5.0,1024.29,20,23.05
house,PR,Sul,Curitiba,Área Nobre,FipeZAP,11694.0,206,5,5,0,1,8.8,1235.09,13,6.47
apartment,MA,Nordeste,São Luís,Zona Oeste,FipeZAP,8627.0,144,5,5,33,1,7.7,1354.16,40,8.93
house,RR,Norte,Boa Vista,Zona Sul,estimated_regional_proxy,5300.0,140,3,2,0,2,8.7,625.68,19,3.48
apartment,AP,Norte,Macapá,Região Periférica,estimated_regional_proxy,5400.0,64,2,3,20,0,6.4,596.2,6,17.1
apartment,GO,Centro-Oeste,Goiânia,Região Comercial,FipeZAP,8226.0,47,2,2,1,0,7.7,623.68,14,3.93
house,CE,Nordeste,Fortaleza,Área Nobre,FipeZAP,9350.0,291,4,3,0,1,8.9,1479.08,6,6.95
house,DF,Centro-Oeste,Brasília,Centro,FipeZAP,10090.0,204,4,3,0,4,7.8,799.89,2,0.69
apartment,RN,Nordeste,Natal,Região Periférica,FipeZAP,6334.0,104,3,2,32,3,5.3,1404.58,4,27.48
house,PA,Norte,Belém,Região Periférica,FipeZAP,8882.0,153,3,3,0,2,5.9,418.94,36,27.86
apartment,PR,Sul,Curitiba,Região Comercial,FipeZAP,11694.0,54,3,2,31,1,7.4,955.0,15,3.2
apartment,PR,Sul,Curitiba,Centro,FipeZAP,11694.0,67,2,2,10,0,8.7,624.48,17,1.67
apartment,MT,Centro-Oeste,Cuiabá,Área Universitária,FipeZAP,6931.0,145,5,5,20,0,8.7,1569.74,33,8.77
apartment,AL,Nordeste,Maceió,Área Universitária,FipeZAP,9908.0,183,4,4,26,1,8.0,2155.1,22,4.88
apartment,AP,Norte,Macapá,Zona Oeste,estimated_regional_proxy,5400.0,87,4,5,13,1,7.7,592.28,31,8.55
apartment,RS,Sul,Porto Alegre,Região Comercial,FipeZAP,7579.0,66,2,3,28,2,8.6,930.62,16,3.22
apartment,RJ,Sudeste,Rio de Janeiro,Zona Norte,FipeZAP,10939.0,105,3,2,29,1,7.5,1359.04,14,4.74
apartment,AM,Norte,Manaus,Região Periférica,FipeZAP,7513.0,197,4,5,17,0,5.7,1647.15,21,17.0
apartment,DF,Centro-Oeste,Brasília,Zona Oeste,FipeZAP,10090.0,125,3,4,17,1,8.1,1472.5,32,12.07
apartment,PR,Sul,Curitiba,Região Periférica,FipeZAP,11694.0,207,4,5,29,2,5.3,2003.45,31,11.07
apartment,SE,Nordeste,Aracaju,Área Nobre,FipeZAP,5529.0,81,2,1,34,1,9.4,803.48,4,1.92
apartment,GO,Centro-Oeste,Goiânia,Zona Oeste,FipeZAP,8226.0,74,2,1,20,0,7.8,954.05,26,15.28
house,MS,Centro-Oeste,Campo Grande,Área Universitária,FipeZAP,6839.0,123,3,2,0,2,8.0,436.37,34,3.6
apartment,DF,Centro-Oeste,Brasília,Zona Oeste,FipeZAP,10090.0,205,4,4,23,0,6.8,1675.48,18,16.43
apartment,RO,Norte,Porto Velho,Zona Norte,estimated_regional_proxy,5600.0,81,3,4,8,1,5.8,498.65,22,6.01
apartment,RR,Norte,Boa Vista,Zona Leste,estimated_regional_proxy,5300.0,154,4,5,2,1,7.5,1379.88,30,18.51
apartment,RN,Nordeste,Natal,Zona Leste,FipeZAP,6334.0,81,2,2,29,0,6.3,980.53,0,6.31
house,RS,Sul,Porto Alegre,Zona Sul,FipeZAP,7579.0,273,3,3,0,1,9.6,1539.01,36,8.03
apartment,MS,Centro-Oeste,Campo Grande,Região Residencial,FipeZAP,6839.0,38,1,1,17,2,7.4,665.06,29,11.6
apartment,SC,Sul,Florianópolis,Zona Oeste,FipeZAP,13208.0,51,1,2,10,2,6.1,690.73,14,7.57
apartment,MG,Sudeste,Belo Horizonte,Zona Oeste,FipeZAP,10663.0,164,5,5,5,0,7.1,1931.87,12,8.24
house,BA,Nordeste,Salvador,Zona Sul,FipeZAP,8385.0,78,3,4,0,4,7.6,700.78,39,7.85
house,BA,Nordeste,Salvador,Área Nobre,FipeZAP,8385.0,124,3,4,0,2,9.2,826.01,28,3.45
house,SE,Nordeste,Aracaju,Zona Sul,FipeZAP,5529.0,173,4,4,0,1,8.9,410.09,3,9.68
apartment,SE,Nordeste,Aracaju,Região Residencial,FipeZAP,5529.0,109,2,3,20,0,8.1,1180.29,25,7.37
house,RS,Sul,Porto Alegre,Centro,FipeZAP,7579.0,182,4,4,0,0,7.1,851.6,29,2.53
apartment,ES,Sudeste,Vitória,Região Residencial,FipeZAP,14818.0,87,2,2,22,2,8.2,767.12,36,13.15
apartment,RS,Sul,Porto Alegre,Região Comercial,FipeZAP,7579.0,94,3,3,23,1,6.9,649.57,37,6.07
apartment,SC,Sul,Florianópolis,Zona Norte,FipeZAP,13208.0,169,5,4,1,2,7.8,1012.88,4,9.61
apartment,RR,Norte,Boa Vista,Área Universitária,estimated_regional_proxy,5300.0,200,5,4,22,0,8.8,2117.5,20,5.71
apartment,SC,Sul,Florianópolis,Zona Leste,FipeZAP,13208.0,89,2,1,13,2,6.2,689.66,10,14.0
apartment,AC,Norte,Rio Branco,Área Nobre,estimated_regional_proxy,5200.0,161,3,3,17,0,9.8,1642.61,13,1.26
house,RS,Sul,Porto Alegre,Zona Leste,FipeZAP,7579.0,314,4,5,0,0,5.4,1087.14,30,8.88
house,MA,Nordeste,São Luís,Área Universitária,FipeZAP,8627.0,271,5,4,0,3,8.5,1126.31,0,12.78
apartment,AP,Norte,Macapá,Região Comercial,estimated_regional_proxy,5400.0,37,1,1,4,2,8.4,414.78,6,1.52
house,RR,Norte,Boa Vista,Zona Leste,estimated_regional_proxy,5300.0,143,2,2,0,2,6.8,490.22,37,20.01
apartment,AL,Nordeste,Maceió,Zona Oeste,FipeZAP,9908.0,198,4,5,9,2,8.4,1656.75,17,16.41
apartment,PR,Sul,Curitiba,Centro,FipeZAP,11694.0,94,2,3,18,2,7.6,986.96,27,1.86
apartment,DF,Centro-Oeste,Brasília,Zona Leste,FipeZAP,10090.0,63,1,2,26,1,7.7,808.57,5,19.98
apartment,BA,Nordeste,Salvador,Área Nobre,FipeZAP,8385.0,214,4,4,26,1,9.0,3276.79,24,5.95
apartment,AM,Norte,Manaus,Zona Leste,FipeZAP,7513.0,144,4,5,19,2,7.9,785.83,17,19.11
house,AL,Nordeste,Maceió,Zona Oeste,FipeZAP,9908.0,65,3,2,0,3,7.5,518.17,1,19.72
apartment,TO,Norte,Palmas,Zona Oeste,estimated_regional_proxy,5900.0,129,3,2,22,2,6.1,1821.49,35,9.79
house,MT,Centro-Oeste,Cuiabá,Região Residencial,FipeZAP,6931.0,69,2,2,0,1,6.3,443.58,23,8.41
house,RR,Norte,Boa Vista,Zona Norte,estimated_regional_proxy,5300.0,243,4,5,0,3,6.6,1127.24,34,8.53
apartment,AM,Norte,Manaus,Área Universitária,FipeZAP,7513.0,114,3,2,21,2,7.9,1463.37,7,9.35
apartment,MA,Nordeste,São Luís,Região Comercial,FipeZAP,8627.0,98,4,4,18,2,8.7,704.69,8,7.43
apartment,MT,Centro-Oeste,Cuiabá,Zona Sul,FipeZAP,6931.0,194,4,4,5,1,9.0,2294.98,1,4.95
apartment,SC,Sul,Florianópolis,Zona Norte,FipeZAP,13208.0,120,2,2,7,1,6.1,712.67,6,10.33
apartment,PR,Sul,Curitiba,Região Periférica,FipeZAP,11694.0,76,2,1,25,2,6.1,639.08,0,15.72
apartment,AC,Norte,Rio Branco,Área Nobre,estimated_regional_proxy,5200.0,33,1,1,24,1,9.4,598.71,30,0.56
apartment,PR,Sul,Curitiba,Zona Leste,FipeZAP,11694.0,46,1,1,17,1,5.8,440.08,0,8.12
apartment,MT,Centro-Oeste,Cuiabá,Zona Leste,FipeZAP,6931.0,175,4,4,26,1,6.2,1449.8,33,6.88
apartment,RO,Norte,Porto Velho,Região Comercial,estimated_regional_proxy,5600.0,100,3,4,4,1,7.8,886.52,5,4.09
apartment,SP,Sudeste,São Paulo,Zona Sul,FipeZAP,12019.0,90,2,2,4,3,9.1,837.57,2,6.03
house,PA,Norte,Belém,Zona Oeste,FipeZAP,8882.0,319,4,3,0,1,7.5,1310.61,26,10.87
apartment,MA,Nordeste,São Luís,Região Periférica,FipeZAP,8627.0,159,3,3,5,1,5.0,1714.23,6,21.48
apartment,PA,Norte,Belém,Área Universitária,FipeZAP,8882.0,116,3,3,15,0,7.8,1550.2,34,10.06
apartment,RJ,Sudeste,Rio de Janeiro,Zona Leste,FipeZAP,10939.0,30,2,2,28,0,7.5,427.95,3,11.81
house,AP,Norte,Macapá,Região Periférica,estimated_regional_proxy,5400.0,151,4,3,0,2,6.7,504.06,28,11.62
house,RR,Norte,Boa Vista,Área Nobre,estimated_regional_proxy,5300.0,277,5,5,0,1,9.0,1269.54,21,0.96
apartment,RJ,Sudeste,Rio de Janeiro,Área Universitária,FipeZAP,10939.0,34,1,2,22,1,7.4,521.28,6,3.55
apartment,AP,Norte,Macapá,Zona Oeste,estimated_regional_proxy,5400.0,194,3,3,15,0,7.2,2247.55,32,9.88
apartment,RN,Nordeste,Natal,Zona Leste,FipeZAP,6334.0,87,3,3,6,1,7.3,1086.68,6,21.94
house,AC,Norte,Rio Branco,Região Comercial,estimated_regional_proxy,5200.0,230,4,5,0,1,8.8,1007.49,28,3.16
apartment,AL,Nordeste,Maceió,Área Nobre,FipeZAP,9908.0,52,1,1,23,1,10.0,891.67,15,2.67
apartment,MG,Sudeste,Belo Horizonte,Região Comercial,FipeZAP,10663.0,174,4,3,26,1,8.4,2193.03,32,6.37
apartment,RJ,Sudeste,Rio de Janeiro,Área Universitária,FipeZAP,10939.0,71,2,1,19,0,8.6,848.8,31,6.41
apartment,PE,Nordeste,Recife,Zona Sul,FipeZAP,8615.0,58,2,3,15,0,7.8,868.57,10,6.79
apartment,PI,Nordeste,Teresina,Área Nobre,FipeZAP,5857.0,173,4,5,18,1,9.7,2764.41,18,2.36
apartment,AL,Nordeste,Maceió,Região Comercial,FipeZAP,9908.0,211,5,4,26,1,9.0,2044.95,35,1.19
apartment,TO,Norte,Palmas,Zona Oeste,estimated_regional_proxy,5900.0,167,4,5,8,1,6.2,1010.66,14,19.68
apartment,RJ,Sudeste,Rio de Janeiro,Região Periférica,FipeZAP,10939.0,47,2,3,23,0,4.6,272.91,10,16.36
apartment,RJ,Sudeste,Rio de Janeiro,Zona Sul,FipeZAP,10939.0,130,3,4,22,0,9.8,1179.93,21,7.84
house,MS,Centro-Oeste,Campo Grande,Região Periférica,FipeZAP,6839.0,142,4,3,0,3,5.7,596.5,4,20.77
apartment,ES,Sudeste,Vitória,Região Residencial,FipeZAP,14818.0,144,3,3,27,0,8.5,1254.71,37,7.57
apartment,SC,Sul,Florianópolis,Região Residencial,FipeZAP,13208.0,213,3,3,13,1,6.4,1808.08,31,10.25
apartment,PA,Norte,Belém,Zona Leste,FipeZAP,8882.0,219,3,4,5,1,6.9,1837.69,1,5.16
apartment,AP,Norte,Macapá,Área Nobre,estimated_regional_proxy,5400.0,45,1,1,11,1,8.6,400.57,23,1.09
apartment,MT,Centro-Oeste,Cuiabá,Região Periférica,FipeZAP,6931.0,117,4,5,16,1,6.8,849.04,16,19.53
apartment,PE,Nordeste,Recife,Zona Sul,FipeZAP,8615.0,90,3,2,30,1,7.8,1477.37,1,3.18
house,MG,Sudeste,Belo Horizonte,Área Universitária,FipeZAP,10663.0,210,4,3,0,3,8.2,935.26,36,6.09
apartment,BA,Nordeste,Salvador,Região Comercial,FipeZAP,8385.0,51,2,3,34,2,7.9,1000.9,35,9.14
apartment,AL,Nordeste,Maceió,Área Nobre,FipeZAP,9908.0,174,4,3,3,2,9.8,2122.24,21,3.45
apartment,RO,Norte,Porto Velho,Região Residencial,estimated_regional_proxy,5600.0,130,4,3,31,1,8.4,1209.55,26,3.56
apartment,AL,Nordeste,Maceió,Região Residencial,FipeZAP,9908.0,214,3,4,8,1,6.8,2397.18,33,7.26
apartment,DF,Centro-Oeste,Brasília,Região Residencial,FipeZAP,10090.0,158,3,3,30,0,8.1,1124.45,9,8.95
house,RN,Nordeste,Natal,Zona Oeste,FipeZAP,6334.0,95,2,1,0,2,5.9,657.29,39,14.86
house,RR,Norte,Boa Vista,Região Residencial,estimated_regional_proxy,5300.0,219,4,3,0,2,8.2,604.01,8,3.36
apartment,SE,Nordeste,Aracaju,Região Residencial,FipeZAP,5529.0,176,3,3,27,1,7.4,1728.53,9,7.21
apartment,PR,Sul,Curitiba,Zona Oeste,FipeZAP,11694.0,102,4,3,3,1,7.0,1182.81,8,16.54
house,PR,Sul,Curitiba,Zona Leste,FipeZAP,11694.0,263,4,5,0,1,6.2,817.09,18,5.05
apartment,RJ,Sudeste,Rio de Janeiro,Região Comercial,FipeZAP,10939.0,144,3,3,17,1,7.7,934.61,39,1.66
apartment,PB,Nordeste,João Pessoa,Região Residencial,FipeZAP,8081.0,202,4,5,34,1,8.6,1576.72,30,3.97
apartment,SC,Sul,Florianópolis,Área Nobre,FipeZAP,13208.0,203,3,3,32,1,8.6,3561.23,5,6.84
apartment,DF,Centro-Oeste,Brasília,Região Comercial,FipeZAP,10090.0,78,2,3,33,1,7.7,734.1,1,6.31
house,AM,Norte,Manaus,Zona Oeste,FipeZAP,7513.0,179,3,3,0,1,6.5,538.8,16,7.18
house,PI,Nordeste,Teresina,Área Universitária,FipeZAP,5857.0,309,4,4,0,2,6.5,1659.49,2,11.54
apartment,CE,Nordeste,Fortaleza,Área Universitária,FipeZAP,9350.0,174,4,3,33,2,6.8,1306.55,26,9.77
apartment,MS,Centro-Oeste,Campo Grande,Área Nobre,FipeZAP,6839.0,215,4,4,33,1,8.9,1783.42,12,0.97
house,PI,Nordeste,Teresina,Zona Oeste,FipeZAP,5857.0,145,3,4,0,2,6.4,514.52,20,16.15
apartment,GO,Centro-Oeste,Goiânia,Zona Leste,FipeZAP,8226.0,202,3,2,15,3,7.8,2631.22,33,21.65
house,SE,Nordeste,Aracaju,Zona Norte,FipeZAP,5529.0,195,4,3,0,1,6.2,912.34,27,5.73
apartment,SE,Nordeste,Aracaju,Área Nobre,FipeZAP,5529.0,76,2,1,9,1,9.9,1278.5,33,0.64
apartment,RN,Nordeste,Natal,Zona Sul,FipeZAP,6334.0,59,3,3,24,0,7.7,774.85,23,3.69
house,MT,Centro-Oeste,Cuiabá,Região Periférica,FipeZAP,6931.0,131,2,3,0,3,6.5,459.61,23,27.83
apartment,MT,Centro-Oeste,Cuiabá,Zona Norte,FipeZAP,6931.0,187,3,4,13,1,6.7,866.71,39,11.17
house,PB,Nordeste,João Pessoa,Região Residencial,FipeZAP,8081.0,208,3,2,0,1,8.7,579.05,27,11.74
house,CE,Nordeste,Fortaleza,Zona Oeste,FipeZAP,9350.0,72,2,2,0,2,6.3,208.0,34,6.97
apartment,AM,Norte,Manaus,Área Nobre,FipeZAP,7513.0,42,1,1,9,1,9.4,326.71,4,6.11
apartment,RS,Sul,Porto Alegre,Zona Sul,FipeZAP,7579.0,120,3,4,7,0,8.2,896.64,9,5.56
apartment,PA,Norte,Belém,Região Periférica,FipeZAP,8882.0,122,3,4,22,2,5.5,1065.03,1,11.77
house,MG,Sudeste,Belo Horizonte,Área Nobre,FipeZAP,10663.0,266,5,5,0,1,9.4,1275.43,7,1.14
apartment,MA,Nordeste,São Luís,Zona Leste,FipeZAP,8627.0,204,4,3,2,3,5.2,1868.89,21,20.92
apartment,GO,Centro-Oeste,Goiânia,Área Universitária,FipeZAP,8226.0,51,2,3,7,1,8.3,637.57,40,9.56
apartment,PA,Norte,Belém,Região Periférica,FipeZAP,8882.0,193,4,3,9,1,5.0,1966.71,0,13.62
apartment,SP,Sudeste,São Paulo,Zona Sul,FipeZAP,12019.0,142,4,3,31,2,7.6,2537.61,38,11.49
house,AM,Norte,Manaus,Região Residencial,FipeZAP,7513.0,202,4,4,0,2,7.0,980.83,1,7.46
house,MT,Centro-Oeste,Cuiabá,Zona Oeste,FipeZAP,6931.0,276,5,5,0,3,7.6,1357.26,21,19.74
apartment,RJ,Sudeste,Rio de Janeiro,Área Nobre,FipeZAP,10939.0,110,3,3,33,2,9.6,1046.13,2,2.43
house,PA,Norte,Belém,Área Universitária,FipeZAP,8882.0,84,3,2,0,2,6.6,516.3,23,9.06
house,AM,Norte,Manaus,Centro,FipeZAP,7513.0,246,5,5,0,3,8.6,797.62,31,3.35
apartment,TO,Norte,Palmas,Zona Sul,estimated_regional_proxy,5900.0,81,3,2,15,1,9.1,1217.93,25,2.21
apartment,MA,Nordeste,São Luís,Área Universitária,FipeZAP,8627.0,127,3,3,1,2,7.8,787.52,16,2.44
house,RR,Norte,Boa Vista,Área Nobre,estimated_regional_proxy,5300.0,229,3,4,0,1,8.5,1102.3,24,4.58
house,DF,Centro-Oeste,Brasília,Região Comercial,FipeZAP,10090.0,77,2,3,0,4,7.1,686.8,11,6.12
apartment,PR,Sul,Curitiba,Zona Leste,FipeZAP,11694.0,59,2,3,7,1,6.0,674.7,4,20.39
house,RO,Norte,Porto Velho,Zona Leste,estimated_regional_proxy,5600.0,285,4,5,0,2,7.2,1334.34,5,13.43
house,ES,Sudeste,Vitória,Zona Sul,FipeZAP,14818.0,249,4,5,0,2,8.8,830.56,37,10.95
apartment,TO,Norte,Palmas,Zona Sul,estimated_regional_proxy,5900.0,129,3,3,27,2,8.9,1996.61,7,9.42
house,RN,Nordeste,Natal,Zona Leste,FipeZAP,6334.0,160,2,1,0,0,7.7,437.26,39,17.06
apartment,PI,Nordeste,Teresina,Região Periférica,FipeZAP,5857.0,172,5,4,5,2,6.9,1713.93,28,21.97
apartment,BA,Nordeste,Salvador,Região Comercial,FipeZAP,8385.0,67,2,2,12,0,7.6,515.48,20,5.6
house,CE,Nordeste,Fortaleza,Centro,FipeZAP,9350.0,251,3,4,0,4,8.0,1408.02,2,2.52
apartment,TO,Norte,Palmas,Área Universitária,estimated_regional_proxy,5900.0,36,2,3,10,3,8.7,555.25,37,13.22
apartment,RR,Norte,Boa Vista,Centro,estimated_regional_proxy,5300.0,162,5,5,6,2,8.6,2043.33,1,1.03
apartment,ES,Sudeste,Vitória,Centro,FipeZAP,14818.0,145,3,4,8,2,8.9,2206.34,11,2.42
apartment,SP,Sudeste,São Paulo,Região Residencial,FipeZAP,12019.0,56,2,1,24,0,8.7,621.76,39,12.98
apartment,AC,Norte,Rio Branco,Área Nobre,estimated_regional_proxy,5200.0,82,3,2,29,1,9.3,897.5,33,1.87
apartment,PR,Sul,Curitiba,Centro,FipeZAP,11694.0,152,3,2,35,1,8.8,1520.27,8,2.8
house,AP,Norte,Macapá,Zona Leste,estimated_regional_proxy,5400.0,232,5,5,0,3,7.6,814.71,28,14.43
apartment,CE,Nordeste,Fortaleza,Zona Oeste,FipeZAP,9350.0,112,3,3,17,1,8.1,766.03,6,18.24
apartment,MA,Nordeste,São Luís,Área Nobre,FipeZAP,8627.0,56,3,4,5,0,9.0,934.15,39,6.19
apartment,RN,Nordeste,Natal,Área Nobre,FipeZAP,6334.0,46,2,1,23,0,9.8,441.98,11,2.53
house,RJ,Sudeste,Rio de Janeiro,Área Nobre,FipeZAP,10939.0,229,4,3,0,3,9.8,937.99,37,2.01
house,SE,Nordeste,Aracaju,Zona Oeste,FipeZAP,5529.0,160,3,4,0,3,7.0,549.05,34,18.63
apartment,RJ,Sudeste,Rio de Janeiro,Centro,FipeZAP,10939.0,111,3,3,35,1,8.4,1256.17,25,2.33
apartment,PR,Sul,Curitiba,Zona Norte,FipeZAP,11694.0,69,2,1,20,1,5.9,905.03,28,15.38
house,PA,Norte,Belém,Zona Sul,FipeZAP,8882.0,217,4,3,0,2,8.4,585.7,7,4.65
apartment,PB,Nordeste,João Pessoa,Região Comercial,FipeZAP,8081.0,165,3,3,17,2,8.7,1640.17,1,7.73
apartment,BA,Nordeste,Salvador,Zona Oeste,FipeZAP,8385.0,156,5,4,29,1,6.8,1301.43,25,13.02
house,PA,Norte,Belém,Área Universitária,FipeZAP,8882.0,247,3,3,0,2,6.9,1236.95,39,4.22
apartment,AP,Norte,Macapá,Área Universitária,estimated_regional_proxy,5400.0,145,4,3,29,1,6.5,964.12,10,2.71
apartment,PA,Norte,Belém,Região Comercial,FipeZAP,8882.0,74,2,1,9,1,7.5,724.07,20,6.89
apartment,SE,Nordeste,Aracaju,Zona Oeste,FipeZAP,5529.0,125,3,3,34,2,7.6,1780.8,39,9.85
apartment,PR,Sul,Curitiba,Zona Oeste,FipeZAP,11694.0,79,2,1,7,3,6.7,1284.13,17,19.24
house,MG,Sudeste,Belo Horizonte,Zona Leste,FipeZAP,10663.0,83,2,3,0,3,5.8,418.05,27,14.6
house,RS,Sul,Porto Alegre,Zona Oeste,FipeZAP,7579.0,161,3,3,0,1,8.4,307.04,1,15.45
house,AC,Norte,Rio Branco,Área Universitária,estimated_regional_proxy,5200.0,89,2,1,0,1,8.8,287.64,17,5.11
house,RR,Norte,Boa Vista,Região Periférica,estimated_regional_proxy,5300.0,141,3,4,0,3,6.3,402.98,40,13.52
house,TO,Norte,Palmas,Zona Oeste,estimated_regional_proxy,5900.0,304,4,4,0,3,6.7,1053.08,35,14.57
