property_type,state,region,city,neighborhood,price_source,base_price_m2,area_m2,bedrooms,bathrooms,floor,parking_spaces,neighborhood_score,condo_fee,age_years,distance_to_center_km,price
apartment,PE,Nordeste,Recife,Área Nobre,FipeZAP,8615.0,69,2,3,14,0,8.6,1177.77,24,3.48,946818.4
house,BA,Nordeste,Salvador,Área Universitária,FipeZAP,8385.0,79,2,1,0,3,7.1,376.53,25,12.89,709308.0
apartment,RO,Norte,Porto Velho,Região Residencial,estimated_regional_proxy,5600.0,56,1,1,17,0,8.6,665.32,32,10.88,291660.11
apartment,GO,Centro-Oeste,Goiânia,Zona Leste,FipeZAP,8226.0,69,3,4,6,1,6.0,696.1,24,5.44,698987.44
apartment,PR,Sul,Curitiba,Zona Oeste,FipeZAP,11694.0,43,1,1,16,1,8.4,591.65,36,14.4,405034.84
apartment,RS,Sul,Porto Alegre,Zona Oeste,FipeZAP,7579.0,199,4,3,17,1,7.4,1543.94,15,19.66,1613866.49
house,RR,Norte,Boa Vista,Zona Oeste,estimated_regional_proxy,5300.0,310,3,3,0,1,7.6,1224.81,23,13.0,1793651.72
house,PB,Nordeste,João Pessoa,Zona Norte,FipeZAP,8081.0,140,3,4,0,3,6.7,773.27,7,9.59,1350772.25
house,SC,Sul,Florianópolis,Área Universitária,FipeZAP,13208.0,295,4,3,0,1,8.1,682.12,29,4.41,3339363.23
house,RS,Sul,Porto Alegre,Região Periférica,FipeZAP,7579.0,225,3,3,0,1,4.2,443.15,31,10.43,1212057.18
house,SE,Nordeste,Aracaju,Zona Sul,FipeZAP,5529.0,185,5,5,0,3,8.5,782.12,37,11.03,1468421.93
apartment,GO,Centro-Oeste,Goiânia,Área Universitária,FipeZAP,8226.0,106,3,2,26,1,8.3,1013.91,22,7.88,1109617.19
house,MT,Centro-Oeste,Cuiabá,Centro,FipeZAP,6931.0,277,3,4,0,1,8.2,1203.14,10,3.56,2122850.2
house,RR,Norte,Boa Vista,Área Universitária,estimated_regional_proxy,5300.0,245,4,3,0,0,8.8,923.6,10,13.31,1709827.02
apartment,RO,Norte,Porto Velho,Zona Leste,estimated_regional_proxy,5600.0,187,4,4,27,2,7.3,2125.63,26,14.72,1062727.31
apartment,SC,Sul,Florianópolis,Área Universitária,FipeZAP,13208.0,89,2,2,18,1,6.8,1023.81,25,12.13,1261425.53
house,RR,Norte,Boa Vista,Zona Leste,estimated_regional_proxy,5300.0,63,2,3,0,0,6.8,171.44,35,9.24,283433.46
apartment,SE,Nordeste,Aracaju,Centro,FipeZAP,5529.0,75,3,4,3,0,7.8,658.92,25,1.34,615841.36
house,MG,Sudeste,Belo Horizonte,Zona Sul,FipeZAP,10663.0,286,3,4,0,1,7.6,1060.71,22,8.03,3477115.01
apartment,RS,Sul,Porto Alegre,Zona Norte,FipeZAP,7579.0,43,1,2,6,2,7.5,695.85,37,17.95,282083.01
apartment,RN,Nordeste,Natal,Região Comercial,FipeZAP,6334.0,194,4,4,15,0,6.8,2577.37,39,4.13,1353381.44
apartment,MA,Nordeste,São Luís,Zona Leste,FipeZAP,8627.0,43,1,1,17,0,5.0,485.73,24,9.31,286840.6
apartment,RN,Nordeste,Natal,Área Nobre,FipeZAP,6334.0,130,2,3,12,0,9.6,1903.81,39,6.21,1131143.3
house,PE,Nordeste,Recife,Zona Norte,FipeZAP,8615.0,240,4,4,0,3,7.5,911.23,7,8.79,2025181.74
apartment,GO,Centro-Oeste,Goiânia,Região Comercial,FipeZAP,8226.0,106,2,2,7,0,8.5,1036.29,2,9.1,1110109.94
apartment,SC,Sul,Florianópolis,Zona Leste,FipeZAP,13208.0,147,4,5,15,1,5.5,984.93,5,12.25,1971815.31
house,GO,Centro-Oeste,Goiânia,Zona Sul,FipeZAP,8226.0,203,3,2,0,1,8.6,1196.87,26,9.91,1613332.1
apartment,RR,Norte,Boa Vista,Zona Oeste,estimated_regional_proxy,5300.0,128,2,1,11,0,6.2,717.66,6,13.66,716041.71
apartment,DF,Centro-Oeste,Brasília,Centro,FipeZAP,10090.0,38,1,1,26,2,9.0,546.13,30,3.57,580129.87
apartment,MS,Centro-Oeste,Campo Grande,Área Universitária,FipeZAP,6839.0,204,4,3,9,0,7.7,1278.27,16,3.28,1777434.16
apartment,PB,Nordeste,João Pessoa,Centro,FipeZAP,8081.0,31,1,1,14,2,8.8,572.59,11,2.84,539925.59
apartment,MG,Sudeste,Belo Horizonte,Área Universitária,FipeZAP,10663.0,183,5,5,0,1,6.6,2526.1,22,2.41,2315204.45
apartment,AC,Norte,Rio Branco,Zona Norte,estimated_regional_proxy,5200.0,36,1,1,27,2,5.7,491.74,13,10.78,310932.45
house,MT,Centro-Oeste,Cuiabá,Zona Leste,FipeZAP,6931.0,190,4,5,0,1,5.0,650.9,15,20.66,1250200.74
apartment,AL,Nordeste,Maceió,Zona Leste,FipeZAP,9908.0,41,1,2,32,3,5.9,652.61,33,21.93,383557.83
apartment,PA,Norte,Belém,Zona Leste,FipeZAP,8882.0,165,4,5,13,2,5.1,1647.23,28,13.0,1454117.96
house,PE,Nordeste,Recife,Centro,FipeZAP,8615.0,74,3,2,0,1,7.9,237.1,3,3.4,930812.0
apartment,SE,Nordeste,Aracaju,Região Periférica,FipeZAP,5529.0,168,3,4,35,2,5.1,1028.79,15,18.92,865204.82
apartment,PI,Nordeste,Teresina,Centro,FipeZAP,5857.0,43,1,1,20,2,8.7,626.44,9,2.95,554783.85
house,RO,Norte,Porto Velho,Zona Leste,estimated_regional_proxy,5600.0,212,4,3,0,1,5.9,494.78,0,12.11,1239261.73
apartment,AL,Nordeste,Maceió,Zona Oeste,FipeZAP,9908.0,38,1,1,32,1,7.7,304.57,27,11.33,383277.43
house,RJ,Sudeste,Rio de Janeiro,Zona Sul,FipeZAP,10939.0,169,2,2,0,2,8.5,541.11,19,7.87,2160801.99
apartment,PE,Nordeste,Recife,Região Comercial,FipeZAP,8615.0,76,2,1,32,1,8.5,1023.38,34,5.08,782333.62
apartment,RR,Norte,Boa Vista,Zona Oeste,estimated_regional_proxy,5300.0,178,4,4,27,2,7.8,1532.81,39,6.56,1107183.25
apartment,RJ,Sudeste,Rio de Janeiro,Zona Leste,FipeZAP,10939.0,103,2,1,16,0,6.1,519.94,35,21.66,859730.28
apartment,DF,Centro-Oeste,Brasília,Região Residencial,FipeZAP,10090.0,44,1,1,34,2,6.4,721.44,25,9.39,525752.6
house,RN,Nordeste,Natal,Região Comercial,FipeZAP,6334.0,90,2,1,0,0,6.6,408.38,25,9.65,597123.16
house,AL,Nordeste,Maceió,Zona Oeste,FipeZAP,9908.0,298,3,2,0,1,7.0,976.62,12,18.5,2545446.35
apartment,CE,Nordeste,Fortaleza,Zona Leste,FipeZAP,9350.0,150,4,5,9,1,6.9,1093.01,14,10.88,1596815.71
house,MA,Nordeste,São Luís,Zona Oeste,FipeZAP,8627.0,222,4,4,0,4,7.8,1163.6,9,13.35,2113801.35
apartment,ES,Sudeste,Vitória,Zona Sul,FipeZAP,14818.0,139,3,2,9,1,9.2,1339.13,30,6.86,2479852.8
apartment,PR,Sul,Curitiba,Região Periférica,FipeZAP,11694.0,36,1,2,35,2,5.8,535.82,26,22.03,329749.73
house,CE,Nordeste,Fortaleza,Zona Leste,FipeZAP,9350.0,82,3,2,0,2,7.0,404.4,10,21.66,808045.2
apartment,ES,Sudeste,Vitória,Região Periférica,FipeZAP,14818.0,206,3,2,28,0,6.7,1111.87,35,24.4,2181542.97
apartment,AM,Norte,Manaus,Zona Sul,FipeZAP,7513.0,71,2,2,24,0,8.5,1292.06,25,11.97,677642.19
apartment,AM,Norte,Manaus,Área Universitária,FipeZAP,7513.0,111,3,4,18,0,8.9,1246.53,11,7.05,1125632.93
apartment,TO,Norte,Palmas,Zona Sul,estimated_regional_proxy,5900.0,112,3,2,8,1,9.7,1316.31,40,6.29,826447.55
apartment,AM,Norte,Manaus,Zona Norte,FipeZAP,7513.0,69,2,1,11,0,7.1,811.79,39,9.87,425824.27
apartment,PI,Nordeste,Teresina,Região Comercial,FipeZAP,5857.0,35,2,1,21,2,8.0,626.53,38,3.76,329158.89
house,PB,Nordeste,João Pessoa,Área Universitária,FipeZAP,8081.0,276,3,4,0,3,8.4,1045.34,7,3.58,2520841.25
apartment,PR,Sul,Curitiba,Área Universitária,FipeZAP,11694.0,176,4,5,6,1,8.7,1679.09,5,10.58,2546086.5
apartment,MS,Centro-Oeste,Campo Grande,Zona Norte,FipeZAP,6839.0,161,3,4,28,0,5.9,1772.01,20,6.72,1227473.38
apartment,MT,Centro-Oeste,Cuiabá,Zona Sul,FipeZAP,6931.0,169,4,4,27,0,8.9,2732.2,33,8.21,1467943.74
apartment,RO,Norte,Porto Velho,Região Comercial,estimated_regional_proxy,5600.0,110,4,3,33,0,8.1,1268.47,32,9.1,792417.22
apartment,PE,Nordeste,Recife,Área Nobre,FipeZAP,8615.0,59,2,1,9,0,8.5,1087.52,39,2.79,666737.37
apartment,RO,Norte,Porto Velho,Área Nobre,estimated_regional_proxy,5600.0,172,5,5,8,1,9.3,2511.94,36,3.53,1405206.38
house,PI,Nordeste,Teresina,Zona Norte,FipeZAP,5857.0,163,2,1,0,4,7.1,665.95,24,6.63,1031511.98
apartment,RR,Norte,Boa Vista,Região Comercial,estimated_regional_proxy,5300.0,154,4,5,21,0,6.9,910.51,27,3.64,1086970.9
house,PB,Nordeste,João Pessoa,Centro,FipeZAP,8081.0,202,4,4,0,2,8.7,1049.21,29,3.84,1777867.07
house,RR,Norte,Boa Vista,Área Universitária,estimated_regional_proxy,5300.0,110,3,4,0,2,7.1,561.7,13,11.3,787112.18
house,PI,Nordeste,Teresina,Região Comercial,FipeZAP,5857.0,227,4,4,0,2,8.5,1024.82,13,1.32,1795715.21
apartment,PI,Nordeste,Teresina,Centro,FipeZAP,5857.0,55,2,3,27,2,9.3,802.17,8,1.36,727875.77
house,RN,Nordeste,Natal,Zona Oeste,FipeZAP,6334.0,297,4,5,0,3,6.4,1477.29,38,15.45,1909593.78
apartment,SC,Sul,Florianópolis,Zona Norte,FipeZAP,13208.0,137,3,4,16,2,5.6,1615.51,31,7.03,1862978.46
apartment,ES,Sudeste,Vitória,Região Residencial,FipeZAP,14818.0,121,3,3,18,1,6.5,862.49,14,7.31,1918557.05
apartment,TO,Norte,Palmas,Região Residencial,estimated_regional_proxy,5900.0,197,3,2,3,0,7.6,963.23,8,15.05,1273387.8
apartment,PA,Norte,Belém,Zona Norte,FipeZAP,8882.0,140,2,1,23,0,6.4,812.29,6,15.86,1218001.98
apartment,MS,Centro-Oeste,Campo Grande,Zona Oeste,FipeZAP,6839.0,140,3,4,5,2,8.4,1363.69,38,19.16,961544.88
apartment,AL,Nordeste,Maceió,Zona Norte,FipeZAP,9908.0,67,2,3,19,0,7.8,367.16,1,17.91,772874.56
house,CE,Nordeste,Fortaleza,Região Periférica,FipeZAP,9350.0,263,4,4,0,2,6.2,663.25,26,26.05,1846926.51
apartment,RS,Sul,Porto Alegre,Região Periférica,FipeZAP,7579.0,160,4,5,24,0,5.8,1100.27,34,16.64,983486.61
apartment,AL,Nordeste,Maceió,Centro,FipeZAP,9908.0,202,4,3,9,2,8.0,1926.55,20,3.13,2519522.88
house,PB,Nordeste,João Pessoa,Zona Oeste,FipeZAP,8081.0,205,4,5,0,1,8.1,530.01,5,11.61,1701577.3
house,RR,Norte,Boa Vista,Região Periférica,estimated_regional_proxy,5300.0,116,3,3,0,2,5.0,360.48,37,18.74,448299.57
apartment,RN,Nordeste,Natal,Região Periférica,FipeZAP,6334.0,209,3,3,24,0,6.0,1844.77,24,11.41,1055049.22
apartment,BA,Nordeste,Salvador,Região Comercial,FipeZAP,8385.0,116,3,4,13,0,7.2,1367.11,6,6.73,1266579.53
apartment,MT,Centro-Oeste,Cuiabá,Zona Sul,FipeZAP,6931.0,104,3,2,2,1,9.6,794.38,22,8.04,1009372.53
apartment,AP,Norte,Macapá,Área Nobre,estimated_regional_proxy,5400.0,151,4,4,34,1,8.8,1574.85,6,6.39,1463228.06
apartment,AC,Norte,Rio Branco,Região Periférica,estimated_regional_proxy,5200.0,41,1,1,25,2,5.8,621.03,17,12.63,261689.86
apartment,AM,Norte,Manaus,Centro,FipeZAP,7513.0,125,3,4,5,1,7.5,750.67,10,1.54,1310768.11
house,GO,Centro-Oeste,Goiânia,Área Universitária,FipeZAP,8226.0,181,4,3,0,4,7.6,714.71,39,2.08,1682947.64
apartment,AM,Norte,Manaus,Zona Norte,FipeZAP,7513.0,76,2,3,13,1,7.5,1020.38,33,8.59,635765.99
apartment,AM,Norte,Manaus,Região Comercial,FipeZAP,7513.0,214,3,4,27,2,7.8,3205.78,20,1.14,1767692.27
house,MA,Nordeste,São Luís,Região Comercial,FipeZAP,8627.0,307,3,2,0,3,8.8,811.08,21,3.46,2821750.58
apartment,RR,Norte,Boa Vista,Zona Oeste,estimated_regional_proxy,5300.0,84,2,3,19,0,6.7,1194.69,31,8.36,460915.07
apartment,SE,Nordeste,Aracaju,Área Universitária,FipeZAP,5529.0,36,2,1,12,2,8.3,474.71,36,6.73,302026.54
house,RS,Sul,Porto Alegre,Área Nobre,FipeZAP,7579.0,149,3,4,0,2,8.7,886.44,1,5.04,1819796.34
apartment,BA,Nordeste,Salvador,Região Residencial,FipeZAP,8385.0,198,4,5,17,0,7.2,2103.61,11,4.89,1949900.65
apartment,BA,Nordeste,Salvador,Região Comercial,FipeZAP,8385.0,46,2,1,11,2,8.0,496.72,1,4.07,743116.91
house,ES,Sudeste,Vitória,Zona Sul,FipeZAP,14818.0,133,2,2,0,1,8.2,678.32,0,2.58,2335513.36
apartment,RO,Norte,Porto Velho,Região Comercial,estimated_regional_proxy,5600.0,183,4,3,27,2,7.6,2166.92,11,5.53,1454902.66
apartment,GO,Centro-Oeste,Goiânia,Zona Sul,FipeZAP,8226.0,34,1,2,19,0,9.7,462.86,15,7.89,496360.72
apartment,MS,Centro-Oeste,Campo Grande,Zona Leste,FipeZAP,6839.0,58,2,1,30,0,5.5,757.96,30,17.28,292565.25
apartment,RO,Norte,Porto Velho,Área Universitária,estimated_regional_proxy,5600.0,60,1,1,4,1,7.0,822.37,33,10.42,317829.82
house,PB,Nordeste,João Pessoa,Área Universitária,FipeZAP,8081.0,66,2,3,0,1,7.7,221.82,25,10.64,620155.05
apartment,GO,Centro-Oeste,Goiânia,Zona Leste,FipeZAP,8226.0,145,5,5,22,2,6.7,1897.96,7,7.72,1466095.71
apartment,GO,Centro-Oeste,Goiânia,Área Universitária,FipeZAP,8226.0,216,5,5,13,2,7.2,2630.57,15,6.05,2068321.64
house,CE,Nordeste,Fortaleza,Área Nobre,FipeZAP,9350.0,316,3,3,0,1,9.3,1253.16,38,1.07,3499352.85
apartment,SE,Nordeste,Aracaju,Centro,FipeZAP,5529.0,176,3,4,4,2,7.5,1661.26,11,2.59,1384063.82
house,RR,Norte,Boa Vista,Região Comercial,estimated_regional_proxy,5300.0,166,3,4,0,1,8.7,468.94,19,7.66,1209660.18
apartment,MG,Sudeste,Belo Horizonte,Região Comercial,FipeZAP,10663.0,201,3,3,35,1,8.6,2677.0,6,9.86,2479861.1
house,CE,Nordeste,Fortaleza,Zona Oeste,FipeZAP,9350.0,286,3,2,0,4,7.1,1002.37,15,12.33,2669994.83
apartment,PE,Nordeste,Recife,Região Residencial,FipeZAP,8615.0,114,3,2,31,2,6.1,1147.81,37,13.57,1032034.62
apartment,AP,Norte,Macapá,Zona Sul,estimated_regional_proxy,5400.0,197,5,5,15,0,8.1,1638.04,5,10.97,1589990.68
apartment,GO,Centro-Oeste,Goiânia,Área Universitária,FipeZAP,8226.0,167,3,4,20,2,8.3,2329.62,20,7.49,1718767.49
apartment,PR,Sul,Curitiba,Região Comercial,FipeZAP,11694.0,218,4,4,35,2,8.0,2426.42,38,2.64,2704793.73
house,AM,Norte,Manaus,Centro,FipeZAP,7513.0,210,5,5,0,0,8.0,736.28,24,1.94,1814946.67
apartment,PE,Nordeste,Recife,Área Nobre,FipeZAP,8615.0,40,2,2,31,1,10.0,887.51,4,3.94,774310.73
apartment,RJ,Sudeste,Rio de Janeiro,Zona Sul,FipeZAP,10939.0,197,4,4,35,2,9.6,1979.55,5,2.13,2731007.19
apartment,MS,Centro-Oeste,Campo Grande,Zona Oeste,FipeZAP,6839.0,215,3,3,32,2,7.8,1766.97,15,6.11,1756813.88
apartment,RR,Norte,Boa Vista,Centro,estimated_regional_proxy,5300.0,72,3,4,8,1,7.1,986.76,31,3.45,636560.09
house,MA,Nordeste,São Luís,Área Universitária,FipeZAP,8627.0,65,2,3,0,0,6.8,157.0,35,11.82,550839.69
apartment,ES,Sudeste,Vitória,Centro,FipeZAP,14818.0,216,4,4,28,0,9.0,3352.69,21,1.84,3553587.25
apartment,PE,Nordeste,Recife,Zona Sul,FipeZAP,8615.0,57,2,1,17,1,8.0,1001.02,4,5.26,796247.41
house,AC,Norte,Rio Branco,Região Residencial,estimated_regional_proxy,5200.0,60,3,2,0,2,6.3,390.0,6,8.06,559531.57
apartment,RN,Nordeste,Natal,Área Nobre,FipeZAP,6334.0,77,3,4,29,1,9.7,715.68,11,6.16,1012833.7
apartment,PE,Nordeste,Recife,Zona Leste,FipeZAP,8615.0,106,3,2,14,2,6.4,1070.87,36,8.23,908250.45
apartment,SE,Nordeste,Aracaju,Região Comercial,FipeZAP,5529.0,211,3,3,14,2,8.0,1995.41,4,3.82,1576083.81
apartment,RJ,Sudeste,Rio de Janeiro,Região Comercial,FipeZAP,10939.0,39,1,1,17,1,8.0,590.34,28,9.95,506690.49
house,RS,Sul,Porto Alegre,Área Nobre,FipeZAP,7579.0,285,4,3,0,1,9.0,1060.56,30,3.83,2795028.97
apartment,BA,Nordeste,Salvador,Centro,FipeZAP,8385.0,182,4,5,33,1,7.8,2217.06,18,3.18,1869100.14
apartment,RO,Norte,Porto Velho,Centro,estimated_regional_proxy,5600.0,138,2,3,20,0,7.3,2052.42,19,0.98,1096397.41
apartment,PE,Nordeste,Recife,Centro,FipeZAP,8615.0,179,4,4,9,2,9.2,1641.06,24,3.57,2048620.27
apartment,PB,Nordeste,João Pessoa,Região Comercial,FipeZAP,8081.0,191,5,5,6,1,8.2,2235.12,28,7.45,1793310.39
apartment,SP,Sudeste,São Paulo,Zona Oeste,FipeZAP,12019.0,170,4,3,8,1,7.2,1707.94,22,19.2,2139272.54
apartment,AL,Nordeste,Maceió,Região Periférica,FipeZAP,9908.0,204,4,4,32,1,4.2,1838.2,14,13.3,1690601.73
apartment,PB,Nordeste,João Pessoa,Área Nobre,FipeZAP,8081.0,77,1,1,2,0,8.5,743.71,15,6.95,928397.32
house,BA,Nordeste,Salvador,Zona Norte,FipeZAP,8385.0,66,3,4,0,0,7.0,197.11,36,8.04,582464.04
apartment,TO,Norte,Palmas,Centro,estimated_regional_proxy,5900.0,99,3,2,8,1,7.9,781.84,9,3.03,876909.54
apartment,AL,Nordeste,Maceió,Região Periférica,FipeZAP,9908.0,213,5,5,25,2,5.6,1838.54,35,10.4,1746157.36
apartment,TO,Norte,Palmas,Região Comercial,estimated_regional_proxy,5900.0,182,5,4,11,2,8.7,2509.06,29,4.08,1446483.9
apartment,SC,Sul,Florianópolis,Região Comercial,FipeZAP,13208.0,47,3,3,6,1,9.0,677.78,19,2.32,940064.08
apartment,BA,Nordeste,Salvador,Região Residencial,FipeZAP,8385.0,144,3,4,3,1,6.8,2006.68,9,3.33,1486369.7
house,CE,Nordeste,Fortaleza,Centro,FipeZAP,9350.0,121,2,2,0,2,7.0,457.53,32,2.2,1265520.54
apartment,RJ,Sudeste,Rio de Janeiro,Área Nobre,FipeZAP,10939.0,85,2,3,8,2,9.7,1348.16,4,2.18,1549181.37
apartment,SC,Sul,Florianópolis,Região Comercial,FipeZAP,13208.0,55,1,1,28,0,8.1,633.23,14,9.49,773790.94
apartment,RS,Sul,Porto Alegre,Região Residencial,FipeZAP,7579.0,55,2,3,19,1,8.3,845.07,13,14.92,607436.04
apartment,PR,Sul,Curitiba,Região Residencial,FipeZAP,11694.0,82,2,1,1,1,7.6,1126.63,20,13.2,1073380.23
apartment,SC,Sul,Florianópolis,Zona Leste,FipeZAP,13208.0,48,1,1,16,0,7.3,677.03,13,14.62,593200.08
apartment,PI,Nordeste,Teresina,Zona Oeste,FipeZAP,5857.0,148,5,4,22,2,7.5,1843.19,16,13.11,1209003.66
apartment,AC,Norte,Rio Branco,Zona Leste,estimated_regional_proxy,5200.0,64,2,2,18,0,6.4,583.77,38,16.25,201625.74
apartment,MS,Centro-Oeste,Campo Grande,Área Nobre,FipeZAP,6839.0,141,3,3,17,1,9.0,1798.71,17,2.12,1598373.7
house,RR,Norte,Boa Vista,Região Residencial,estimated_regional_proxy,5300.0,68,2,3,0,1,8.5,205.76,7,12.15,591196.47
house,MT,Centro-Oeste,Cuiabá,Zona Norte,FipeZAP,6931.0,146,3,4,0,2,7.2,363.25,32,11.19,923267.36
apartment,RJ,Sudeste,Rio de Janeiro,Área Universitária,FipeZAP,10939.0,53,3,3,30,0,8.7,638.6,39,9.26,627539.98
house,SP,Sudeste,São Paulo,Região Comercial,FipeZAP,12019.0,72,3,3,0,3,9.0,564.94,27,1.62,1086947.36
apartment,MT,Centro-Oeste,Cuiabá,Região Comercial,FipeZAP,6931.0,216,3,2,10,1,7.2,2745.65,14,6.37,1820862.15
house,PA,Norte,Belém,Região Residencial,FipeZAP,8882.0,114,4,3,0,2,8.2,556.13,6,8.6,1195750.65
apartment,SC,Sul,Florianópolis,Área Universitária,FipeZAP,13208.0,51,2,2,11,2,8.1,925.61,27,8.51,829411.5
apartment,RS,Sul,Porto Alegre,Centro,FipeZAP,7579.0,80,1,1,12,2,8.3,752.73,5,1.65,921044.72
apartment,CE,Nordeste,Fortaleza,Zona Sul,FipeZAP,9350.0,119,3,4,9,1,9.5,1142.59,5,8.3,1651372.92
house,SC,Sul,Florianópolis,Zona Oeste,FipeZAP,13208.0,221,4,5,0,2,6.7,1027.22,14,15.1,2568366.44
apartment,DF,Centro-Oeste,Brasília,Zona Sul,FipeZAP,10090.0,67,3,2,17,1,8.0,1189.58,2,8.65,1044144.85
house,MA,Nordeste,São Luís,Zona Sul,FipeZAP,8627.0,308,4,3,0,2,9.2,1025.59,1,2.03,3128122.13
apartment,TO,Norte,Palmas,Zona Norte,estimated_regional_proxy,5900.0,141,5,5,3,2,6.7,1151.79,36,11.63,968133.34
apartment,SE,Nordeste,Aracaju,Centro,FipeZAP,5529.0,64,1,1,0,1,7.6,389.15,36,1.9,364754.86
house,PE,Nordeste,Recife,Região Comercial,FipeZAP,8615.0,148,3,2,0,1,8.7,588.72,15,9.54,1251510.23
apartment,MT,Centro-Oeste,Cuiabá,Área Universitária,FipeZAP,6931.0,33,1,2,30,2,7.4,535.02,25,5.77,358010.65
apartment,RO,Norte,Porto Velho,Área Nobre,estimated_regional_proxy,5600.0,151,4,4,35,1,8.7,1923.7,38,3.54,1369805.84
house,PA,Norte,Belém,Centro,FipeZAP,8882.0,274,5,5,0,2,8.8,882.75,33,1.31,3148840.65
apartment,AL,Nordeste,Maceió,Área Nobre,FipeZAP,9908.0,84,3,3,5,2,10.0,1247.46,38,5.46,1217637.58
apartment,GO,Centro-Oeste,Goiânia,Zona Norte,FipeZAP,8226.0,56,2,3,5,2,7.5,728.0,5,11.03,697707.02
apartment,MG,Sudeste,Belo Horizonte,Região Periférica,FipeZAP,10663.0,140,2,3,8,1,4.8,1187.66,3,11.93,1247344.65
apartment,MG,Sudeste,Belo Horizonte,Centro,FipeZAP,10663.0,153,3,3,16,1,8.4,1764.35,39,1.45,1894930.49
apartment,AC,Norte,Rio Branco,Zona Sul,estimated_regional_proxy,5200.0,64,1,1,8,2,8.7,958.3,20,2.8,528262.68
apartment,RR,Norte,Boa Vista,Área Nobre,estimated_regional_proxy,5300.0,34,1,1,3,1,8.9,620.85,32,1.59,313507.64
apartment,AL,Nordeste,Maceió,Região Comercial,FipeZAP,9908.0,217,4,4,16,1,8.8,1626.92,25,4.97,2551358.41
apartment,AL,Nordeste,Maceió,Região Periférica,FipeZAP,9908.0,43,1,2,17,2,6.5,533.9,21,10.4,425576.91
house,AC,Norte,Rio Branco,Centro,estimated_regional_proxy,5200.0,135,2,1,0,1,8.0,599.82,7,3.64,962229.41
apartment,MT,Centro-Oeste,Cuiabá,Região Residencial,FipeZAP,6931.0,111,3,2,30,2,6.5,822.45,22,6.06,1003923.81
apartment,RR,Norte,Boa Vista,Zona Sul,estimated_regional_proxy,5300.0,167,4,4,31,0,7.9,2044.12,20,10.54,1352935.82
house,TO,Norte,Palmas,Região Residencial,estimated_regional_proxy,5900.0,78,2,2,0,1,7.6,338.63,26,6.68,521646.72
house,MS,Centro-Oeste,Campo Grande,Zona Sul,FipeZAP,6839.0,161,3,3,0,1,8.2,523.28,0,2.21,1580112.09
house,RR,Norte,Boa Vista,Zona Norte,estimated_regional_proxy,5300.0,319,3,2,0,1,6.0,1440.96,13,17.19,1535647.6
apartment,GO,Centro-Oeste,Goiânia,Região Comercial,FipeZAP,8226.0,66,2,2,14,2,7.8,1084.13,19,6.59,751325.88
apartment,BA,Nordeste,Salvador,Área Nobre,FipeZAP,8385.0,169,4,5,13,1,9.5,2942.71,16,4.81,2188638.41
apartment,RS,Sul,Porto Alegre,Área Universitária,FipeZAP,7579.0,153,4,3,18,1,7.8,1629.25,35,12.62,1267140.46
house,GO,Centro-Oeste,Goiânia,Zona Sul,FipeZAP,8226.0,142,3,3,0,2,9.6,603.85,8,8.27,1661099.92
apartment,PE,Nordeste,Recife,Zona Oeste,FipeZAP,8615.0,103,2,1,10,1,6.2,674.01,23,14.14,855570.31
apartment,PB,Nordeste,João Pessoa,Área Universitária,FipeZAP,8081.0,40,2,2,18,0,7.7,477.51,39,7.33,303034.07
house,TO,Norte,Palmas,Área Nobre,estimated_regional_proxy,5900.0,84,3,2,0,4,8.7,604.62,10,0.82,1014304.26
apartment,AL,Nordeste,Maceió,Região Periférica,FipeZAP,9908.0,166,4,5,10,1,7.0,1594.63,8,23.39,1562601.93
apartment,RR,Norte,Boa Vista,Região Periférica,estimated_regional_proxy,5300.0,91,3,4,28,2,7.0,722.52,23,14.69,616054.73
apartment,RJ,Sudeste,Rio de Janeiro,Região Periférica,FipeZAP,10939.0,43,1,1,17,1,5.2,348.04,26,14.46,314386.33
apartment,TO,Norte,Palmas,Zona Leste,estimated_regional_proxy,5900.0,177,4,4,17,2,7.4,1747.29,14,5.89,1407818.91
apartment,RR,Norte,Boa Vista,Região Residencial,estimated_regional_proxy,5300.0,180,3,4,15,0,6.0,2110.75,24,15.86,1030891.81
apartment,RN,Nordeste,Natal,Zona Norte,FipeZAP,6334.0,218,5,4,5,0,8.0,2080.21,17,6.89,1578523.29
apartment,SC,Sul,Florianópolis,Centro,FipeZAP,13208.0,198,4,5,15,0,8.0,2401.06,13,2.42,2803671.77
apartment,GO,Centro-Oeste,Goiânia,Área Nobre,FipeZAP,8226.0,67,1,2,4,2,8.8,918.53,34,3.03,864631.33
apartment,DF,Centro-Oeste,Brasília,Área Nobre,FipeZAP,10090.0,159,4,5,19,0,9.2,2034.4,4,3.47,2741658.62
apartment,AL,Nordeste,Maceió,Zona Norte,FipeZAP,9908.0,210,4,4,33,1,6.8,1834.91,15,16.09,2118767.3
apartment,PE,Nordeste,Recife,Zona Norte,FipeZAP,8615.0,94,2,1,22,2,5.5,1064.42,29,8.67,797145.56
house,DF,Centro-Oeste,Brasília,Área Nobre,FipeZAP,10090.0,257,3,3,0,2,9.9,1551.17,22,2.63,3205032.43
apartment,TO,Norte,Palmas,Zona Leste,estimated_regional_proxy,5900.0,122,3,3,21,1,7.8,1183.99,9,18.28,804648.01
