property_type,state,region,city,neighborhood,price_source,base_price_m2,area_m2,bedrooms,bathrooms,floor,parking_spaces,neighborhood_score,condo_fee,age_years,distance_to_center_km,price
apartment,SE,Nordeste,Aracaju,Zona Norte,FipeZAP,5529.0,95,4,3,9,2,7.5,1345.18,6,8.61,879595.79
house,MT,Centro-Oeste,Cuiabá,Região Comercial,FipeZAP,6931.0,317,4,3,0,3,8.1,1182.35,2,6.3,2755309.7
house,SP,Sudeste,São Paulo,Área Nobre,FipeZAP,12019.0,64,3,3,0,0,9.6,224.63,9,0.9,1198516.58
house,DF,Centro-Oeste,Brasília,Área Nobre,FipeZAP,10090.0,61,2,2,0,4,9.0,560.96,24,6.57,1048258.38
house,RN,Nordeste,Natal,Área Nobre,FipeZAP,6334.0,195,4,3,0,4,9.4,726.22,30,6.03,1791646.08
apartment,SC,Sul,Florianópolis,Região Residencial,FipeZAP,13208.0,185,3,4,28,0,8.3,1183.89,39,7.61,2319215.95
house,AL,Nordeste,Maceió,Zona Leste,FipeZAP,9908.0,147,3,4,0,2,7.2,695.11,32,11.27,1349931.99
apartment,PA,Norte,Belém,Zona Sul,FipeZAP,8882.0,127,3,4,10,2,8.8,1309.02,35,10.22,1485598.92
apartment,MT,Centro-Oeste,Cuiabá,Zona Oeste,FipeZAP,6931.0,170,4,5,5,1,7.0,1835.83,29,13.72,1275514.7
apartment,TO,Norte,Palmas,Zona Norte,estimated_regional_proxy,5900.0,144,3,2,27,1,8.0,1548.2,16,4.66,1031832.45
apartment,PE,Nordeste,Recife,Região Residencial,FipeZAP,8615.0,211,4,5,35,1,7.8,2506.1,40,14.7,2145936.04
apartment,TO,Norte,Palmas,Região Comercial,estimated_regional_proxy,5900.0,216,5,5,30,1,8.5,1524.61,32,1.47,1608649.96
apartment,PI,Nordeste,Teresina,Zona Norte,FipeZAP,5857.0,214,4,4,27,1,6.6,2070.45,15,10.3,1413868.39
apartment,DF,Centro-Oeste,Brasília,Zona Leste,FipeZAP,10090.0,185,4,5,34,1,7.1,2450.91,12,18.97,1842513.19
apartment,SC,Sul,Florianópolis,Região Comercial,FipeZAP,13208.0,47,3,3,6,1,9.0,677.78,19,2.32,940064.08
apartment,CE,Nordeste,Fortaleza,Zona Oeste,FipeZAP,9350.0,204,4,4,7,3,7.6,1969.03,15,13.26,2189793.54
apartment,PI,Nordeste,Teresina,Zona Leste,FipeZAP,5857.0,214,4,5,26,0,5.9,1781.25,19,10.15,1517543.55
house,PE,Nordeste,Recife,Centro,FipeZAP,8615.0,204,4,3,0,1,7.5,754.08,5,1.24,2043848.06
apartment,SE,Nordeste,Aracaju,Região Residencial,FipeZAP,5529.0,206,4,3,11,2,7.4,1283.96,2,3.0,1620848.23
apartment,RO,Norte,Porto Velho,Área Nobre,estimated_regional_proxy,5600.0,187,3,3,11,2,9.3,1455.06,40,1.28,1534798.47
apartment,RN,Nordeste,Natal,Região Residencial,FipeZAP,6334.0,94,3,2,2,0,7.7,584.73,36,7.41,618034.86
apartment,PI,Nordeste,Teresina,Região Residencial,FipeZAP,5857.0,65,1,2,21,0,7.3,413.95,33,10.94,338614.36
apartment,MS,Centro-Oeste,Campo Grande,Área Universitária,FipeZAP,6839.0,174,3,4,24,0,6.9,1096.81,15,13.72,1358389.18
house,RJ,Sudeste,Rio de Janeiro,Zona Sul,FipeZAP,10939.0,130,4,5,0,3,9.5,831.02,35,7.99,1729118.66
apartment,AM,Norte,Manaus,Região Periférica,FipeZAP,7513.0,144,3,2,19,2,6.8,1224.57,16,25.68,1027655.19
apartment,SP,Sudeste,São Paulo,Região Comercial,FipeZAP,12019.0,194,3,2,26,1,6.8,2769.37,3,9.26,2536779.75
house,MS,Centro-Oeste,Campo Grande,Centro,FipeZAP,6839.0,104,4,3,0,1,8.1,511.83,16,1.38,995017.33
apartment,RS,Sul,Porto Alegre,Área Universitária,FipeZAP,7579.0,122,2,3,23,2,7.2,1710.68,3,13.22,1174443.29
apartment,CE,Nordeste,Fortaleza,Zona Leste,FipeZAP,9350.0,162,4,5,7,0,7.5,1848.55,16,10.13,1545221.49
apartment,MA,Nordeste,São Luís,Centro,FipeZAP,8627.0,93,3,4,32,1,7.2,1407.1,13,1.29,1284781.05
house,PA,Norte,Belém,Zona Norte,FipeZAP,8882.0,249,3,3,0,3,6.4,1005.59,25,12.08,1949852.83
apartment,PR,Sul,Curitiba,Área Nobre,FipeZAP,11694.0,60,2,3,17,1,9.8,742.31,2,4.59,1274457.39
apartment,PE,Nordeste,Recife,Área Universitária,FipeZAP,8615.0,90,3,3,33,1,8.0,1454.52,13,2.59,1177237.5
apartment,SE,Nordeste,Aracaju,Região Comercial,FipeZAP,5529.0,77,2,3,9,1,8.5,751.72,5,5.66,732992.02
house,AP,Norte,Macapá,Zona Oeste,estimated_regional_proxy,5400.0,290,3,3,0,4,8.2,1574.96,20,18.27,1646409.08
apartment,RR,Norte,Boa Vista,Região Comercial,estimated_regional_proxy,5300.0,145,3,4,20,1,7.3,1222.05,22,3.81,1067150.92
apartment,AM,Norte,Manaus,Zona Sul,FipeZAP,7513.0,204,4,3,7,2,9.5,3369.9,33,9.78,1899793.73
apartment,MT,Centro-Oeste,Cuiabá,Região Periférica,FipeZAP,6931.0,124,3,2,8,0,5.1,691.42,28,21.89,562078.23
house,MS,Centro-Oeste,Campo Grande,Área Nobre,FipeZAP,6839.0,214,4,4,0,2,9.0,976.21,37,3.08,1962682.87
house,RN,Nordeste,Natal,Zona Leste,FipeZAP,6334.0,226,4,5,0,2,7.2,994.91,34,7.45,1442291.8
apartment,MA,Nordeste,São Luís,Área Universitária,FipeZAP,8627.0,164,4,4,21,0,7.0,1019.15,29,12.62,1520485.06
house,CE,Nordeste,Fortaleza,Zona Leste,FipeZAP,9350.0,250,5,5,0,2,6.4,1181.08,13,14.21,2262459.56
apartment,MA,Nordeste,São Luís,Zona Oeste,FipeZAP,8627.0,99,3,4,12,1,6.9,813.57,21,7.57,1047832.75
apartment,AC,Norte,Rio Branco,Região Periférica,estimated_regional_proxy,5200.0,61,2,3,5,0,7.0,219.21,1,12.72,455695.7
apartment,RR,Norte,Boa Vista,Região Periférica,estimated_regional_proxy,5300.0,104,3,4,24,1,5.3,950.14,29,12.99,508094.15
apartment,GO,Centro-Oeste,Goiânia,Área Nobre,FipeZAP,8226.0,175,3,2,21,1,9.9,2041.02,39,5.9,1996020.61
apartment,AC,Norte,Rio Branco,Zona Oeste,estimated_regional_proxy,5200.0,71,2,2,4,1,8.4,408.97,23,5.12,513933.0
apartment,AP,Norte,Macapá,Zona Leste,estimated_regional_proxy,5400.0,148,4,5,25,3,5.4,1082.98,38,14.62,890631.19
house,MG,Sudeste,Belo Horizonte,Zona Sul,FipeZAP,10663.0,206,4,5,0,0,8.4,837.7,6,4.69,2562937.26
apartment,AM,Norte,Manaus,Região Periférica,FipeZAP,7513.0,120,3,3,1,3,5.1,845.52,5,26.26,823984.97
apartment,AL,Nordeste,Maceió,Zona Norte,FipeZAP,9908.0,60,1,1,24,1,7.7,770.5,27,6.44,627543.36
apartment,AL,Nordeste,Maceió,Região Residencial,FipeZAP,9908.0,56,2,3,1,1,6.7,867.37,18,5.45,769527.49
house,CE,Nordeste,Fortaleza,Zona Oeste,FipeZAP,9350.0,282,4,5,0,0,6.3,1252.46,3,17.14,2289568.35
apartment,GO,Centro-Oeste,Goiânia,Área Nobre,FipeZAP,8226.0,59,2,2,16,2,8.5,1072.46,35,5.29,754496.52
apartment,BA,Nordeste,Salvador,Zona Norte,FipeZAP,8385.0,33,1,1,13,2,7.4,668.24,31,5.69,332235.92
house,RS,Sul,Porto Alegre,Zona Norte,FipeZAP,7579.0,268,3,4,0,1,6.6,666.26,2,13.57,1765092.95
apartment,MT,Centro-Oeste,Cuiabá,Região Periférica,FipeZAP,6931.0,151,3,3,7,1,5.3,683.8,27,19.76,751367.11
apartment,TO,Norte,Palmas,Zona Leste,estimated_regional_proxy,5900.0,119,2,1,2,3,7.0,1281.11,14,14.67,753828.82
apartment,AM,Norte,Manaus,Região Periférica,FipeZAP,7513.0,145,3,3,8,0,4.5,885.7,35,20.95,674541.09
house,TO,Norte,Palmas,Área Nobre,estimated_regional_proxy,5900.0,105,2,2,0,1,9.9,647.54,26,3.95,930324.93
apartment,AL,Nordeste,Maceió,Região Residencial,FipeZAP,9908.0,122,3,2,10,2,6.1,1600.92,12,14.24,1327454.96
house,BA,Nordeste,Salvador,Região Comercial,FipeZAP,8385.0,309,4,5,0,2,8.3,1063.43,36,2.03,2472080.65
house,SC,Sul,Florianópolis,Região Periférica,FipeZAP,13208.0,142,3,3,0,1,5.3,301.54,30,28.0,1151326.62
apartment,BA,Nordeste,Salvador,Zona Oeste,FipeZAP,8385.0,109,3,4,29,1,8.0,1213.22,23,6.13,1121229.14
apartment,PA,Norte,Belém,Zona Norte,FipeZAP,8882.0,215,5,5,28,1,7.2,1927.89,11,11.95,2171842.15
apartment,PI,Nordeste,Teresina,Área Nobre,FipeZAP,5857.0,209,4,4,14,1,9.4,2700.43,32,1.49,1766492.84
apartment,RR,Norte,Boa Vista,Região Comercial,estimated_regional_proxy,5300.0,159,4,4,1,1,7.1,1290.81,36,1.24,1015452.93
house,CE,Nordeste,Fortaleza,Zona Leste,FipeZAP,9350.0,258,4,5,0,2,7.0,798.23,27,17.96,2084741.28
house,PB,Nordeste,João Pessoa,Região Comercial,FipeZAP,8081.0,107,3,4,0,2,8.0,614.36,15,9.91,1033498.89
house,TO,Norte,Palmas,Área Nobre,estimated_regional_proxy,5900.0,226,4,5,0,2,9.8,947.64,11,2.24,2013903.25
apartment,RR,Norte,Boa Vista,Região Periférica,estimated_regional_proxy,5300.0,94,3,2,0,1,6.8,711.61,38,17.83,341592.05
apartment,RS,Sul,Porto Alegre,Área Universitária,FipeZAP,7579.0,128,3,3,10,1,7.9,1029.01,2,10.82,1282747.12
apartment,RN,Nordeste,Natal,Região Periférica,FipeZAP,6334.0,196,3,4,4,1,6.2,899.48,24,16.07,1058238.54
apartment,RJ,Sudeste,Rio de Janeiro,Região Residencial,FipeZAP,10939.0,149,3,4,19,3,8.8,2309.62,31,11.73,1768197.72
apartment,MG,Sudeste,Belo Horizonte,Área Universitária,FipeZAP,10663.0,56,2,1,19,1,8.9,581.32,20,9.1,741787.31
house,PR,Sul,Curitiba,Centro,FipeZAP,11694.0,314,4,3,0,3,8.9,1132.71,5,2.82,3815087.65
apartment,SE,Nordeste,Aracaju,Centro,FipeZAP,5529.0,41,1,1,13,0,7.2,468.41,30,2.52,277818.03
apartment,DF,Centro-Oeste,Brasília,Área Nobre,FipeZAP,10090.0,200,3,2,2,2,9.5,1437.76,30,4.15,2821999.86
apartment,PB,Nordeste,João Pessoa,Zona Leste,FipeZAP,8081.0,58,2,3,6,1,5.5,688.86,22,17.14,472294.84
house,MA,Nordeste,São Luís,Zona Leste,FipeZAP,8627.0,64,2,2,0,3,7.0,343.55,35,5.67,600989.72
apartment,GO,Centro-Oeste,Goiânia,Área Nobre,FipeZAP,8226.0,98,4,4,24,2,9.3,1287.0,25,5.03,1410972.43
house,RO,Norte,Porto Velho,Região Residencial,estimated_regional_proxy,5600.0,215,4,3,0,3,8.0,1137.75,31,6.24,1430395.73
apartment,MT,Centro-Oeste,Cuiabá,Zona Oeste,FipeZAP,6931.0,60,1,2,30,0,7.5,725.77,10,13.82,511682.56
house,SE,Nordeste,Aracaju,Área Nobre,FipeZAP,5529.0,187,3,3,0,2,8.7,549.99,38,4.89,1414114.23
apartment,RJ,Sudeste,Rio de Janeiro,Região Residencial,FipeZAP,10939.0,102,3,3,30,0,8.3,1475.05,18,10.34,1270708.03
apartment,BA,Nordeste,Salvador,Região Periférica,FipeZAP,8385.0,168,5,4,32,1,6.5,844.71,40,21.08,1064739.43
apartment,RS,Sul,Porto Alegre,Zona Leste,FipeZAP,7579.0,203,4,3,13,2,6.0,2113.0,14,6.66,1688258.69
apartment,BA,Nordeste,Salvador,Região Periférica,FipeZAP,8385.0,99,2,2,32,1,5.1,805.67,11,13.66,774664.61
apartment,SC,Sul,Florianópolis,Zona Norte,FipeZAP,13208.0,64,2,3,33,1,5.8,664.06,20,11.59,878839.89
apartment,ES,Sudeste,Vitória,Área Nobre,FipeZAP,14818.0,108,2,3,20,1,9.2,882.04,11,1.11,2419021.72
apartment,RS,Sul,Porto Alegre,Centro,FipeZAP,7579.0,76,2,3,20,0,8.5,878.89,40,1.49,687949.72
apartment,MG,Sudeste,Belo Horizonte,Zona Sul,FipeZAP,10663.0,86,3,2,34,2,9.4,1624.61,34,4.63,1313790.4
house,PA,Norte,Belém,Zona Norte,FipeZAP,8882.0,124,3,3,0,1,7.6,376.23,29,6.8,1021346.24
apartment,SC,Sul,Florianópolis,Área Universitária,FipeZAP,13208.0,98,4,4,25,2,6.7,1517.45,39,12.83,1332622.2
house,GO,Centro-Oeste,Goiânia,Zona Leste,FipeZAP,8226.0,111,2,3,0,3,5.6,670.25,0,13.84,1082355.66
apartment,PB,Nordeste,João Pessoa,Região Residencial,FipeZAP,8081.0,107,3,4,33,0,7.5,1369.38,4,4.28,1117746.9
apartment,AP,Norte,Macapá,Zona Sul,estimated_regional_proxy,5400.0,186,4,4,27,1,8.7,2574.0,17,3.65,1506082.77
house,MA,Nordeste,São Luís,Centro,FipeZAP,8627.0,303,4,4,0,0,7.5,1238.55,36,3.38,2800062.43
apartment,AP,Norte,Macapá,Área Nobre,estimated_regional_proxy,5400.0,36,1,2,28,0,10.0,379.05,14,5.2,444883.03
apartment,RO,Norte,Porto Velho,Região Comercial,estimated_regional_proxy,5600.0,218,4,3,7,0,8.6,2541.69,0,4.16,1641475.05
apartment,SC,Sul,Florianópolis,Zona Leste,FipeZAP,13208.0,120,2,1,26,0,6.0,928.18,16,17.73,1442974.0
apartment,MS,Centro-Oeste,Campo Grande,Zona Leste,FipeZAP,6839.0,157,4,4,11,0,7.6,1047.81,15,10.84,1180911.24
house,AL,Nordeste,Maceió,Região Residencial,FipeZAP,9908.0,108,4,4,0,2,6.8,475.78,31,10.33,1081154.71
apartment,MT,Centro-Oeste,Cuiabá,Zona Sul,FipeZAP,6931.0,71,3,4,20,2,9.2,1049.75,19,2.85,944232.05
house,PI,Nordeste,Teresina,Área Universitária,FipeZAP,5857.0,218,5,4,0,2,8.8,853.55,13,5.05,1599993.48
apartment,PB,Nordeste,João Pessoa,Área Universitária,FipeZAP,8081.0,173,4,4,2,3,8.0,1801.33,14,7.44,1737597.51
apartment,MT,Centro-Oeste,Cuiabá,Área Universitária,FipeZAP,6931.0,145,3,2,30,2,9.0,1768.36,13,5.61,1376889.62
apartment,SE,Nordeste,Aracaju,Área Nobre,FipeZAP,5529.0,190,4,4,3,2,10.0,3283.81,12,0.79,1767484.6
apartment,GO,Centro-Oeste,Goiânia,Região Periférica,FipeZAP,8226.0,183,4,5,35,2,5.9,1005.85,32,19.77,1252217.09
apartment,ES,Sudeste,Vitória,Zona Norte,FipeZAP,14818.0,38,1,1,13,1,6.1,501.16,27,11.97,470834.99
apartment,BA,Nordeste,Salvador,Região Residencial,FipeZAP,8385.0,89,3,4,26,1,7.7,1052.37,36,12.95,872807.61
apartment,SC,Sul,Florianópolis,Zona Sul,FipeZAP,13208.0,101,2,2,13,1,8.3,1438.89,24,9.14,1635554.21
apartment,RN,Nordeste,Natal,Região Residencial,FipeZAP,6334.0,173,4,5,0,2,7.0,1177.4,1,7.11,1484107.64
house,PA,Norte,Belém,Zona Leste,FipeZAP,8882.0,269,4,4,0,3,5.1,1346.03,3,6.58,2274158.11
apartment,RO,Norte,Porto Velho,Região Residencial,estimated_regional_proxy,5600.0,88,3,2,21,1,6.6,915.17,27,15.23,571281.09
apartment,SC,Sul,Florianópolis,Zona Sul,FipeZAP,13208.0,163,3,4,2,2,8.6,2555.76,10,5.72,2544144.38
house,MA,Nordeste,São Luís,Região Comercial,FipeZAP,8627.0,289,4,4,0,1,8.7,1400.52,40,7.18,2376889.44
apartment,RS,Sul,Porto Alegre,Zona Sul,FipeZAP,7579.0,51,3,4,6,1,8.1,799.47,0,9.43,779462.02
apartment,GO,Centro-Oeste,Goiânia,Área Nobre,FipeZAP,8226.0,122,3,3,21,1,9.8,2253.44,38,4.68,1469917.99
apartment,TO,Norte,Palmas,Área Universitária,estimated_regional_proxy,5900.0,97,3,2,14,1,8.0,1220.95,11,3.99,850001.14
apartment,PE,Nordeste,Recife,Zona Oeste,FipeZAP,8615.0,53,3,3,6,1,7.3,631.22,22,12.32,602322.07
house,RO,Norte,Porto Velho,Região Comercial,estimated_regional_proxy,5600.0,288,4,4,0,1,8.5,737.34,35,3.6,1617565.43
apartment,MA,Nordeste,São Luís,Área Nobre,FipeZAP,8627.0,118,4,5,22,1,8.7,967.61,37,3.97,1396934.71
apartment,AP,Norte,Macapá,Zona Oeste,estimated_regional_proxy,5400.0,206,4,3,11,1,7.5,1215.69,27,14.57,1134258.01
house,RS,Sul,Porto Alegre,Área Nobre,FipeZAP,7579.0,131,3,2,0,2,9.1,699.49,1,6.73,1426294.11
apartment,RS,Sul,Porto Alegre,Zona Oeste,FipeZAP,7579.0,65,3,4,10,1,7.9,631.8,28,16.74,530035.53
apartment,PI,Nordeste,Teresina,Centro,FipeZAP,5857.0,114,3,3,27,1,8.3,1370.34,39,3.13,882342.84
apartment,MG,Sudeste,Belo Horizonte,Centro,FipeZAP,10663.0,122,3,3,1,1,7.8,1672.74,21,2.2,1585306.86
apartment,MA,Nordeste,São Luís,Zona Oeste,FipeZAP,8627.0,143,5,4,27,2,6.5,1035.9,25,6.67,1509962.76
apartment,CE,Nordeste,Fortaleza,Região Residencial,FipeZAP,9350.0,95,4,5,5,2,6.6,1180.83,36,10.12,963499.93
apartment,SC,Sul,Florianópolis,Zona Oeste,FipeZAP,13208.0,219,3,2,3,0,6.1,2349.94,6,14.35,2956500.1
house,PI,Nordeste,Teresina,Área Universitária,FipeZAP,5857.0,266,3,2,0,2,8.8,898.77,37,7.67,1527357.1
apartment,SP,Sudeste,São Paulo,Região Comercial,FipeZAP,12019.0,152,5,4,35,0,8.7,2302.06,31,7.25,2092375.92
house,PA,Norte,Belém,Região Periférica,FipeZAP,8882.0,179,4,4,0,2,6.9,560.12,1,12.52,1477978.0
house,AC,Norte,Rio Branco,Zona Leste,estimated_regional_proxy,5200.0,157,4,5,0,1,6.4,567.62,36,14.35,900013.58
house,SC,Sul,Florianópolis,Centro,FipeZAP,13208.0,313,3,4,0,3,7.2,1602.02,33,2.76,4173322.48
apartment,TO,Norte,Palmas,Zona Norte,estimated_regional_proxy,5900.0,172,4,3,14,0,7.2,1994.83,6,15.77,1148590.47
house,ES,Sudeste,Vitória,Zona Sul,FipeZAP,14818.0,197,5,5,0,1,7.6,811.22,18,5.65,2903201.49
apartment,CE,Nordeste,Fortaleza,Zona Oeste,FipeZAP,9350.0,97,3,3,33,1,6.5,1335.85,36,15.22,951459.25
house,GO,Centro-Oeste,Goiânia,Zona Norte,FipeZAP,8226.0,67,2,3,0,3,6.7,542.78,34,5.13,632979.14
house,GO,Centro-Oeste,Goiânia,Zona Sul,FipeZAP,8226.0,295,3,2,0,3,8.6,1461.8,11,2.56,2651763.96
apartment,RJ,Sudeste,Rio de Janeiro,Área Nobre,FipeZAP,10939.0,157,4,3,5,0,8.9,2548.9,25,5.59,2475148.39
apartment,PA,Norte,Belém,Área Nobre,FipeZAP,8882.0,150,4,3,11,1,9.1,1433.16,38,6.74,1842607.41
apartment,CE,Nordeste,Fortaleza,Região Comercial,FipeZAP,9350.0,35,1,1,10,1,8.2,424.15,36,1.9,356711.27
apartment,PE,Nordeste,Recife,Zona Leste,FipeZAP,8615.0,176,4,5,28,2,5.8,1774.68,14,5.07,1654347.6
apartment,AM,Norte,Manaus,Região Comercial,FipeZAP,7513.0,143,3,3,23,1,9.0,1379.84,3,5.2,1435718.32
house,PB,Nordeste,João Pessoa,Região Comercial,FipeZAP,8081.0,184,3,3,0,3,8.9,1078.59,34,9.95,1717794.02
house,RR,Norte,Boa Vista,Zona Leste,estimated_regional_proxy,5300.0,304,4,5,0,1,5.4,530.99,19,11.86,1586131.18
apartment,RJ,Sudeste,Rio de Janeiro,Zona Sul,FipeZAP,10939.0,199,4,3,25,1,8.3,2733.8,23,4.31,2559135.03
house,AL,Nordeste,Maceió,Zona Norte,FipeZAP,9908.0,75,3,2,0,1,7.1,177.07,10,16.62,754091.46
house,MT,Centro-Oeste,Cuiabá,Região Residencial,FipeZAP,6931.0,296,4,4,0,1,7.2,756.05,27,5.01,2184141.34
house,SE,Nordeste,Aracaju,Área Universitária,FipeZAP,5529.0,203,4,5,0,2,8.5,723.01,1,4.79,1632106.34
apartment,BA,Nordeste,Salvador,Centro,FipeZAP,8385.0,150,5,5,2,0,9.2,1028.01,1,3.82,1827604.3
apartment,RJ,Sudeste,Rio de Janeiro,Centro,FipeZAP,10939.0,175,3,2,11,1,7.4,2016.5,8,2.33,2210034.9
apartment,MG,Sudeste,Belo Horizonte,Zona Leste,FipeZAP,10663.0,142,5,5,29,1,5.6,1760.82,26,14.29,1584191.31
apartment,SP,Sudeste,São Paulo,Área Nobre,FipeZAP,12019.0,34,2,1,26,0,9.5,388.48,29,0.79,724809.5
apartment,PI,Nordeste,Teresina,Zona Oeste,FipeZAP,5857.0,155,5,5,2,1,6.1,1042.33,32,11.3,989047.04
house,TO,Norte,Palmas,Região Periférica,estimated_regional_proxy,5900.0,317,4,4,0,1,5.1,728.21,31,11.82,1613213.01
apartment,RJ,Sudeste,Rio de Janeiro,Zona Oeste,FipeZAP,10939.0,148,5,5,14,0,6.5,1322.72,8,19.63,1806258.15
house,MS,Centro-Oeste,Campo Grande,Zona Leste,FipeZAP,6839.0,286,4,4,0,1,7.0,748.77,37,7.76,1782675.43
house,BA,Nordeste,Salvador,Zona Leste,FipeZAP,8385.0,238,5,5,0,3,5.7,953.15,7,5.57,1959023.37
apartment,AC,Norte,Rio Branco,Área Universitária,estimated_regional_proxy,5200.0,124,3,3,31,2,7.7,1704.34,29,12.12,826936.91
apartment,SP,Sudeste,São Paulo,Área Universitária,FipeZAP,12019.0,122,3,3,24,0,6.9,868.57,18,5.7,1550938.5
apartment,SC,Sul,Florianópolis,Região Residencial,FipeZAP,13208.0,92,4,5,11,2,8.6,1136.66,10,6.4,1559460.86
house,SC,Sul,Florianópolis,Região Residencial,FipeZAP,13208.0,140,3,3,0,2,7.9,716.17,27,15.83,1509331.43
apartment,DF,Centro-Oeste,Brasília,Região Comercial,FipeZAP,10090.0,32,1,2,26,0,8.0,447.67,22,4.18,434786.01
apartment,DF,Centro-Oeste,Brasília,Região Periférica,FipeZAP,10090.0,170,3,2,19,1,7.0,951.52,28,14.81,1355444.63
apartment,AM,Norte,Manaus,Região Comercial,FipeZAP,7513.0,46,2,3,27,3,8.7,675.44,20,8.94,692108.6
house,RN,Nordeste,Natal,Centro,FipeZAP,6334.0,225,4,4,0,4,8.5,1101.19,1,1.75,2072116.93
apartment,MG,Sudeste,Belo Horizonte,Centro,FipeZAP,10663.0,102,4,5,17,1,8.6,939.96,6,3.19,1653782.63
house,ES,Sudeste,Vitória,Região Periférica,FipeZAP,14818.0,111,4,5,0,0,6.0,164.84,8,23.24,1208143.74
apartment,RR,Norte,Boa Vista,Zona Norte,estimated_regional_proxy,5300.0,109,3,3,31,2,7.0,1358.75,40,13.97,645545.79
apartment,MT,Centro-Oeste,Cuiabá,Zona Sul,FipeZAP,6931.0,178,5,5,15,1,9.7,2257.99,20,11.94,1861458.98
house,MS,Centro-Oeste,Campo Grande,Área Nobre,FipeZAP,6839.0,226,5,4,0,2,9.7,992.61,24,1.11,2028845.86
house,PI,Nordeste,Teresina,Zona Sul,FipeZAP,5857.0,119,2,2,0,1,9.6,634.04,2,9.91,1156894.23
apartment,RO,Norte,Porto Velho,Zona Oeste,estimated_regional_proxy,5600.0,135,3,4,3,3,6.2,913.87,26,13.55,892859.73
apartment,SP,Sudeste,São Paulo,Zona Oeste,FipeZAP,12019.0,74,3,3,6,1,7.1,1033.05,33,5.47,970892.22
apartment,RJ,Sudeste,Rio de Janeiro,Região Comercial,FipeZAP,10939.0,71,1,1,12,0,6.6,592.14,39,4.0,817609.82
apartment,DF,Centro-Oeste,Brasília,Centro,FipeZAP,10090.0,65,2,2,27,1,8.7,820.75,3,1.28,1019943.67
house,PR,Sul,Curitiba,Região Comercial,FipeZAP,11694.0,189,4,3,0,3,8.8,879.13,6,7.69,2376761.94
house,MS,Centro-Oeste,Campo Grande,Centro,FipeZAP,6839.0,107,3,4,0,3,7.2,550.78,33,3.16,1004457.78
apartment,PI,Nordeste,Teresina,Zona Oeste,FipeZAP,5857.0,195,4,3,0,1,8.1,1042.25,16,13.02,1291411.57
house,CE,Nordeste,Fortaleza,Região Comercial,FipeZAP,9350.0,90,3,4,0,3,6.6,593.99,32,4.0,1045194.14
apartment,PR,Sul,Curitiba,Região Residencial,FipeZAP,11694.0,186,4,5,29,3,6.4,2814.32,37,10.57,2568310.89
apartment,PA,Norte,Belém,Zona Oeste,FipeZAP,8882.0,137,3,3,1,1,8.2,1752.45,0,8.05,1486683.08
apartment,SE,Nordeste,Aracaju,Área Nobre,FipeZAP,5529.0,120,3,3,1,0,9.9,1894.06,32,3.13,1042862.1
house,ES,Sudeste,Vitória,Zona Sul,FipeZAP,14818.0,92,3,4,0,3,7.9,587.3,29,5.37,1633665.91
apartment,AL,Nordeste,Maceió,Região Periférica,FipeZAP,9908.0,183,4,3,8,2,5.6,1773.01,38,20.48,1381764.37
house,RS,Sul,Porto Alegre,Área Nobre,FipeZAP,7579.0,64,2,2,0,1,9.8,337.97,36,6.61,631633.4
house,MA,Nordeste,São Luís,Região Residencial,FipeZAP,8627.0,284,4,3,0,2,7.6,1109.93,15,12.51,2506065.4
apartment,BA,Nordeste,Salvador,Zona Norte,FipeZAP,8385.0,97,2,3,16,1,7.3,810.59,13,14.48,957792.51
apartment,MA,Nordeste,São Luís,Área Universitária,FipeZAP,8627.0,165,3,4,27,1,6.5,2374.99,1,4.47,1868006.77
house,AP,Norte,Macapá,Zona Norte,estimated_regional_proxy,5400.0,210,4,4,0,0,5.6,827.82,1,11.54,1182873.46
apartment,CE,Nordeste,Fortaleza,Região Periférica,FipeZAP,9350.0,174,3,3,33,1,6.9,1958.67,28,19.51,1254267.64
apartment,AM,Norte,Manaus,Área Nobre,FipeZAP,7513.0,146,4,3,29,1,9.8,1975.12,40,2.84,1682497.2
apartment,PB,Nordeste,João Pessoa,Zona Leste,FipeZAP,8081.0,170,4,4,0,2,8.0,1617.25,9,9.43,1655954.28
apartment,PI,Nordeste,Teresina,Área Universitária,FipeZAP,5857.0,144,4,5,29,1,7.2,1390.05,19,9.17,1209875.52
house,RN,Nordeste,Natal,Centro,FipeZAP,6334.0,262,3,3,0,0,9.3,759.17,13,1.39,1818535.51
house,GO,Centro-Oeste,Goiânia,Região Residencial,FipeZAP,8226.0,299,5,4,0,2,7.2,1222.01,17,7.77,2410615.9
apartment,DF,Centro-Oeste,Brasília,Zona Norte,FipeZAP,10090.0,119,3,4,1,0,6.1,1091.75,4,12.09,1344664.24
apartment,MA,Nordeste,São Luís,Zona Sul,FipeZAP,8627.0,157,3,4,24,1,9.5,2312.03,26,4.33,1772958.25
apartment,MG,Sudeste,Belo Horizonte,Centro,FipeZAP,10663.0,64,2,2,22,2,8.2,1224.18,34,1.4,911419.08
apartment,MA,Nordeste,São Luís,Área Universitária,FipeZAP,8627.0,34,1,1,16,3,8.8,765.69,38,5.0,441556.02
house,BA,Nordeste,Salvador,Região Periférica,FipeZAP,8385.0,105,3,4,0,1,5.2,383.2,7,16.2,810966.94
